id,number,number2,date,contact_id,contact_name,amount,status,created_at,updated_at,myinvois_action,myinvois_document_uuid,myinvois_document_status,issued_at,validated_at,synced_at
11078,SB75542,,2026-03-04,,,27.0,ready,2026-03-05 00:40:27,2026-03-05 00:40:27,VALIDATE,NJV1SPMGNXW7GCWFE7KKW8KK10,VALID,2026-03-09 16:49:47,2026-03-09 16:49:50,2026-03-10T14:00:57.975719
11079,SB77060,,2026-03-04,,,57.6,ready,2026-03-05 00:40:28,2026-03-05 00:40:28,VALIDATE,A9G3Z42DEV6CPCK9E7KKW8KK10,VALID,2026-03-09 16:49:47,2026-03-09 16:49:50,2026-03-10T14:00:57.975719
11001,2601241,,2026-03-03,,,289.0,ready,2026-03-04 00:39:23,2026-03-04 00:39:23,VALIDATE,3XKMC8XBF577S6Z21PFK81KK10,VALID,2026-03-06 17:45:32,2026-03-06 17:45:33,2026-03-10T14:00:57.975719
11002,2601242,,2026-03-03,,,4490.0,ready,2026-03-04 00:39:24,2026-03-04 00:39:24,VALIDATE,YSE73C4MPGQJ2KJZ1PFK81KK10,VALID,2026-03-06 17:45:32,2026-03-06 17:45:33,2026-03-10T14:00:57.975719
11003,2601243,,2026-03-03,,,2405.0,ready,2026-03-04 00:39:26,2026-03-04 00:39:26,VALIDATE,DV1JK72SKAZ31WQ92PFK81KK10,VALID,2026-03-06 17:45:32,2026-03-06 17:45:33,2026-03-10T14:00:57.975719
11004,2601244,,2026-03-03,,,367.5,ready,2026-03-04 00:39:27,2026-03-04 00:39:27,VALIDATE,KD9ANW20203AMF702PFK81KK10,VALID,2026-03-06 17:45:32,2026-03-06 17:45:33,2026-03-10T14:00:57.975719
11005,2601245,,2026-03-03,,,420.0,ready,2026-03-04 00:39:28,2026-03-04 00:39:28,VALIDATE,XQSSH0S42PB17ASM2PFK81KK10,VALID,2026-03-06 17:45:32,2026-03-06 17:45:33,2026-03-10T14:00:57.975719
11006,2601246,,2026-03-03,,,3356.0,ready,2026-03-04 00:39:29,2026-03-04 00:39:29,NORMAL,,,,,2026-03-10T14:00:57.975719
11007,2601247,,2026-03-03,,,959.0,ready,2026-03-04 00:39:31,2026-03-04 00:39:31,NORMAL,,,,,2026-03-10T14:00:57.975719
11008,2601248,,2026-03-03,,,233.5,ready,2026-03-04 00:39:32,2026-03-04 00:39:32,VALIDATE,2A4FN3WNFGDW67HM2PFK81KK10,VALID,2026-03-06 17:45:32,2026-03-06 17:45:33,2026-03-10T14:00:57.975719
11009,2601249,,2026-03-03,,,1827.0,ready,2026-03-04 00:39:33,2026-03-04 00:39:33,VALIDATE,VADQE01M8J6QG4052PFK81KK10,VALID,2026-03-06 17:45:32,2026-03-06 17:45:33,2026-03-10T14:00:57.975719
11010,2601250,,2026-03-03,,,986.0,ready,2026-03-04 00:39:34,2026-03-04 00:39:34,VALIDATE,C0GFST637CTTA6JC2PFK81KK10,VALID,2026-03-06 17:45:32,2026-03-06 17:45:33,2026-03-10T14:00:57.975719
11011,2601251,,2026-03-03,,,656.0,ready,2026-03-04 00:39:35,2026-03-04 00:39:35,VALIDATE,QQ017QCGV7N66KEJ2PFK81KK10,VALID,2026-03-06 17:45:32,2026-03-06 17:45:33,2026-03-10T14:00:57.975719
11012,2601252,,2026-03-03,,,493.0,ready,2026-03-04 00:39:36,2026-03-04 00:39:36,VALIDATE,N5R4VRB1R59C2E1M6PFK81KK10,VALID,2026-03-06 17:45:32,2026-03-06 17:45:33,2026-03-10T14:00:57.975719
11013,2601253,,2026-03-03,,,909.0,ready,2026-03-04 00:39:37,2026-03-04 00:39:37,VALIDATE,9QCK9EBZT3EP0ZCM6PFK81KK10,VALID,2026-03-06 17:45:32,2026-03-06 17:45:33,2026-03-10T14:00:57.975719
11014,2601254,,2026-03-03,,,2349.0,ready,2026-03-04 00:39:38,2026-03-04 00:39:38,VALIDATE,H0TMQDXYV5XNXWVA6PFK81KK10,VALID,2026-03-06 17:45:32,2026-03-06 17:45:33,2026-03-10T14:00:57.975719
11015,2601255,,2026-03-03,,,977.8,ready,2026-03-04 00:39:39,2026-03-04 00:39:39,VALIDATE,WZ8F7GT14YGN5SRK6PFK81KK10,VALID,2026-03-06 17:45:32,2026-03-06 17:45:33,2026-03-10T14:00:57.975719
11016,2601256,,2026-03-03,,,144.5,ready,2026-03-04 00:39:40,2026-03-04 00:39:41,VALIDATE,DCRBA48V3FTJZRH66PFK81KK10,VALID,2026-03-06 17:45:32,2026-03-06 17:45:33,2026-03-10T14:00:57.975719
11017,2601257,,2026-03-03,,,181.96,ready,2026-03-04 00:39:41,2026-03-04 00:39:41,EXTERNAL,,,,,2026-03-10T14:00:57.975719
11018,2601258,,2026-03-03,,,187.59,ready,2026-03-04 00:39:42,2026-03-04 00:39:42,EXTERNAL,,,,,2026-03-10T14:00:57.975719
11019,2601259,,2026-03-03,,,187.59,ready,2026-03-04 00:39:43,2026-03-04 00:39:43,EXTERNAL,,,,,2026-03-10T14:00:57.975719
11020,2601260,,2026-03-03,,,187.59,ready,2026-03-04 00:39:43,2026-03-04 00:39:43,EXTERNAL,,,,,2026-03-10T14:00:57.975719
11021,2601261,,2026-03-03,,,222.59,ready,2026-03-04 00:39:44,2026-03-04 00:39:44,EXTERNAL,,,,,2026-03-10T14:00:57.975719
11022,2601262,,2026-03-03,,,222.59,ready,2026-03-04 00:39:45,2026-03-04 00:39:45,EXTERNAL,,,,,2026-03-10T14:00:57.975719
11023,2601263,,2026-03-03,,,187.59,ready,2026-03-04 00:39:45,2026-03-04 00:39:45,EXTERNAL,,,,,2026-03-10T14:00:57.975719
11024,2601264,,2026-03-03,,,439.34,ready,2026-03-04 00:39:46,2026-03-04 00:39:46,EXTERNAL,,,,,2026-03-10T14:00:57.975719
11025,2601265,,2026-03-03,,,222.59,ready,2026-03-04 00:39:47,2026-03-04 00:39:47,EXTERNAL,,,,,2026-03-10T14:00:57.975719
11026,2601266,,2026-03-03,,,187.59,ready,2026-03-04 00:39:47,2026-03-04 00:39:48,EXTERNAL,,,,,2026-03-10T14:00:57.975719
11027,2601267,,2026-03-03,,,222.59,ready,2026-03-04 00:39:48,2026-03-04 00:39:48,EXTERNAL,,,,,2026-03-10T14:00:57.975719
11028,2601268,,2026-03-03,,,374.0,ready,2026-03-04 00:39:49,2026-03-04 00:39:49,EXTERNAL,,,,,2026-03-10T14:00:57.975719
11029,2601269,,2026-03-03,,,392.0,ready,2026-03-04 00:39:50,2026-03-04 00:39:50,EXTERNAL,,,,,2026-03-10T14:00:57.975719
11030,2601270,,2026-03-03,,,519.94,ready,2026-03-04 00:39:50,2026-03-04 00:39:50,EXTERNAL,,,,,2026-03-10T14:00:57.975719
11031,2601271,,2026-03-03,,,234.0,ready,2026-03-04 00:39:51,2026-03-04 00:39:51,EXTERNAL,,,,,2026-03-10T14:00:57.975719
11032,2601272,,2026-03-03,,,164.0,ready,2026-03-04 00:39:52,2026-03-04 00:39:52,VALIDATE,XVSEMGR4J9FS16QG6PFK81KK10,VALID,2026-03-06 17:45:32,2026-03-06 17:45:33,2026-03-10T14:00:57.975719
11033,2601273,,2026-03-03,,,321.0,ready,2026-03-04 00:39:53,2026-03-04 00:39:53,EXTERNAL,,,,,2026-03-10T14:00:57.975719
11034,2601274,,2026-03-03,,,188.5,ready,2026-03-04 00:39:53,2026-03-04 00:39:53,VALIDATE,BB8FM7FPCG9Z12QB7PFK81KK10,VALID,2026-03-06 17:45:32,2026-03-06 17:45:33,2026-03-10T14:00:57.975719
11035,2601275,,2026-03-03,,,328.0,ready,2026-03-04 00:39:54,2026-03-04 00:39:54,EXTERNAL,,,,,2026-03-10T14:00:57.975719
11036,2601276,,2026-03-03,,,345.0,ready,2026-03-04 00:39:55,2026-03-04 00:39:55,EXTERNAL,,,,,2026-03-10T14:00:57.975719
11037,2601277,,2026-03-03,,,378.0,ready,2026-03-04 00:39:55,2026-03-04 00:39:55,EXTERNAL,,,,,2026-03-10T14:00:57.975719
11038,2601278,,2026-03-03,,,304.0,ready,2026-03-04 00:39:56,2026-03-04 00:39:56,EXTERNAL,,,,,2026-03-10T14:00:57.975719
11039,2601279,,2026-03-03,,,508.0,ready,2026-03-04 00:39:57,2026-03-04 00:39:57,EXTERNAL,,,,,2026-03-10T14:00:57.975719
11040,2601280,,2026-03-03,,,759.0,ready,2026-03-04 00:39:58,2026-03-04 00:39:58,EXTERNAL,,,,,2026-03-10T14:00:57.975719
11041,2601281,,2026-03-03,,,520.0,ready,2026-03-04 00:39:58,2026-03-04 00:39:58,EXTERNAL,,,,,2026-03-10T14:00:57.975719
11042,2601282,,2026-03-03,,,473.0,ready,2026-03-04 00:39:59,2026-03-04 00:39:59,EXTERNAL,,,,,2026-03-10T14:00:57.975719
11043,2601283,,2026-03-03,,,3970.0,ready,2026-03-04 00:40:00,2026-03-04 00:40:00,VALIDATE,7NJE6PHWM002AEBY7PFK81KK10,VALID,2026-03-06 17:45:32,2026-03-06 17:45:33,2026-03-10T14:00:57.975719
11044,2601284,,2026-03-03,,,726.0,ready,2026-03-04 00:40:02,2026-03-04 00:40:02,VALIDATE,W1WHD9V7PCX6J97N7PFK81KK10,VALID,2026-03-06 17:45:32,2026-03-06 17:45:33,2026-03-10T14:00:57.975719
11045,2601285,,2026-03-03,,,1021.44,ready,2026-03-04 00:40:02,2026-03-04 00:40:03,VALIDATE,CBZWDVT3GSG2B6EF7PFK81KK10,VALID,2026-03-06 17:45:32,2026-03-06 17:45:34,2026-03-10T14:00:57.975719
10987,2601229,,2026-03-02,,,164.0,ready,2026-03-02 15:24:46,2026-03-02 15:24:46,VALIDATE,R37SME0HCS7KR603MNYXHSJK10,VALID,2026-03-03 17:54:36,2026-03-03 17:54:39,2026-03-10T14:00:57.975719
10988,2601230,,2026-03-02,,,760.0,ready,2026-03-02 15:24:47,2026-03-02 15:24:47,VALIDATE,NK8QPE4N29D2STKWMNYXHSJK10,VALID,2026-03-03 17:54:36,2026-03-03 17:54:39,2026-03-10T14:00:57.975719
10989,2601231,,2026-03-02,,,239.0,ready,2026-03-02 15:24:48,2026-03-02 15:24:48,VALIDATE,BFBS2ZSBQYB24MQDMNYXHSJK10,VALID,2026-03-03 17:54:36,2026-03-03 17:54:39,2026-03-10T14:00:57.975719
10990,2601232,,2026-03-02,,,3214.0,ready,2026-03-02 15:24:48,2026-03-02 15:24:49,VALIDATE,R4CWFF4ME88B1S9MMNYXHSJK10,VALID,2026-03-03 17:54:36,2026-03-03 17:54:39,2026-03-10T14:00:57.975719
10991,2601233,,2026-03-02,,,378.0,ready,2026-03-02 15:24:50,2026-03-02 15:24:50,VALIDATE,RSKGHZZEFTARMNW8MNYXHSJK10,VALID,2026-03-03 17:54:36,2026-03-03 17:54:39,2026-03-10T14:00:57.975719
10992,2601234,,2026-03-02,,,358.0,ready,2026-03-02 15:24:51,2026-03-02 15:24:51,VALIDATE,D29M4SA481CA7YW5NNYXHSJK10,VALID,2026-03-03 17:54:36,2026-03-03 17:54:39,2026-03-10T14:00:57.975719
10993,2601235,,2026-03-02,,,328.0,ready,2026-03-02 15:24:51,2026-03-02 15:24:52,VALIDATE,QTP5VYWH0FBAK7DNNNYXHSJK10,VALID,2026-03-03 17:54:36,2026-03-03 17:54:39,2026-03-10T14:00:57.975719
10994,2601236,,2026-03-02,,,4054.0,ready,2026-03-02 15:24:52,2026-03-02 15:24:53,VALIDATE,PX6KBR4MBCJ2BK49NNYXHSJK10,VALID,2026-03-03 17:54:36,2026-03-03 17:54:39,2026-03-10T14:00:57.975719
10995,2601237,,2026-03-02,,,383.0,ready,2026-03-02 15:24:54,2026-03-02 15:24:54,VALIDATE,H2FDAAD3G3ADN16WNNYXHSJK10,VALID,2026-03-03 17:54:36,2026-03-03 17:54:39,2026-03-10T14:00:57.975719
10996,2601238,,2026-03-02,,,588.0,ready,2026-03-02 15:24:55,2026-03-02 15:24:55,VALIDATE,QQPFAZVEVXZ7D21MNNYXHSJK10,VALID,2026-03-03 17:54:36,2026-03-03 17:54:39,2026-03-10T14:00:57.975719
10997,2601239,,2026-03-02,,,6.6,ready,2026-03-02 15:24:56,2026-03-02 15:24:56,VALIDATE,36EM3QTDCQ7YT7C5NNYXHSJK10,VALID,2026-03-03 17:54:36,2026-03-03 17:54:39,2026-03-10T14:00:57.975719
10998,2601240,,2026-03-02,,,440.0,ready,2026-03-02 15:24:57,2026-03-02 15:24:57,VALIDATE,RNBHNR2PDQ2H563MPNYXHSJK10,VALID,2026-03-03 17:54:36,2026-03-03 17:54:39,2026-03-10T14:00:57.975719
10999,TJ22232,,2026-03-02,,,42.0,ready,2026-03-02 15:25:50,2026-03-02 15:25:50,VALIDATE,VHSK5XVSHDM3D86RPNYXHSJK10,VALID,2026-03-03 17:54:36,2026-03-03 17:54:39,2026-03-10T14:00:57.975719
11000,TJ22233,,2026-03-02,,,30.0,ready,2026-03-02 15:25:51,2026-03-02 15:25:51,VALIDATE,DVPN6DSN3SA9QWYYPNYXHSJK10,VALID,2026-03-03 17:54:36,2026-03-03 17:54:39,2026-03-10T14:00:57.975719
10869,2601122,,2026-02-27,,,485.0,ready,2026-02-28 00:39:30,2026-02-28 00:39:30,NORMAL,,,,,2026-03-10T14:00:56.816215
10870,2601123,,2026-02-27,,,56.5,ready,2026-02-28 00:39:31,2026-02-28 00:39:31,NORMAL,,,,,2026-03-10T14:00:56.816215
10871,2601124,,2026-02-27,,,960.0,ready,2026-02-28 00:39:32,2026-02-28 00:39:32,NORMAL,,,,,2026-03-10T14:00:56.816215
10872,2601125,,2026-02-27,,,153.0,ready,2026-02-28 00:39:33,2026-02-28 00:39:33,NORMAL,,,,,2026-03-10T14:00:56.816215
10873,2601126,,2026-02-27,,,709.5,ready,2026-02-28 00:39:34,2026-02-28 00:39:34,NORMAL,,,,,2026-03-10T14:00:56.816215
10874,2601127,,2026-02-27,,,170.65,ready,2026-02-28 00:39:35,2026-02-28 00:39:35,NORMAL,,,,,2026-03-10T14:00:56.816215
10875,2601128,,2026-02-27,,,941.75,ready,2026-02-28 00:39:36,2026-02-28 00:39:36,NORMAL,,,,,2026-03-10T14:00:56.816215
10876,2601129,,2026-02-27,,,252.65,ready,2026-02-28 00:39:37,2026-02-28 00:39:37,VALIDATE,HKCRVZK6JW823YEFM5ANW8KK10,VALID,2026-03-09 16:50:44,2026-03-09 16:50:45,2026-03-10T14:00:56.816215
10877,2601130,,2026-02-27,,,1132.75,ready,2026-02-28 00:39:38,2026-02-28 00:39:39,VALIDATE,5JPCRBZTNWGKNEF7M5ANW8KK10,VALID,2026-03-09 16:50:44,2026-03-09 16:50:45,2026-03-10T14:00:56.816215
10878,2601131,,2026-02-27,,,115.0,ready,2026-02-28 00:39:40,2026-02-28 00:39:40,VALIDATE,J47HX1RP8MRBA5ZGM5ANW8KK10,VALID,2026-03-09 16:50:44,2026-03-09 16:50:45,2026-03-10T14:00:56.816215
10879,2601132,,2026-02-27,,,881.25,ready,2026-02-28 00:39:41,2026-02-28 00:39:41,VALIDATE,801Y5E4RGCYB20XPM5ANW8KK10,VALID,2026-03-09 16:50:44,2026-03-09 16:50:45,2026-03-10T14:00:56.816215
10880,2601133,,2026-02-27,,,1829.5,ready,2026-02-28 00:39:42,2026-02-28 00:39:43,VALIDATE,B23D06ZE4HDD7M35M5ANW8KK10,VALID,2026-03-09 16:50:44,2026-03-09 16:50:45,2026-03-10T14:00:56.816215
10881,2601134,,2026-02-27,,,345.25,ready,2026-02-28 00:39:43,2026-02-28 00:39:44,VALIDATE,CEVAKBTKNXQHXQQTM5ANW8KK10,VALID,2026-03-09 16:50:45,2026-03-09 16:50:45,2026-03-10T14:00:56.816215
10882,2601135,,2026-02-27,,,108.0,ready,2026-02-28 00:39:45,2026-02-28 00:39:45,VALIDATE,FE1SV2XPQSS6WQERN5ANW8KK10,VALID,2026-03-09 16:50:45,2026-03-09 16:50:45,2026-03-10T14:00:56.816215
10883,2601136,,2026-02-27,,,57.0,ready,2026-02-28 00:39:46,2026-02-28 00:39:46,VALIDATE,KMT2200TE2F7K0JXN5ANW8KK10,VALID,2026-03-09 16:50:45,2026-03-09 16:50:45,2026-03-10T14:00:56.816215
10884,2601137,,2026-02-27,,,108.0,ready,2026-02-28 00:39:46,2026-02-28 00:39:46,VALIDATE,3Y0VFKXNC6A48HPDN5ANW8KK10,VALID,2026-03-09 16:50:45,2026-03-09 16:50:45,2026-03-10T14:00:56.816215
10885,2601138,,2026-02-27,,,108.0,ready,2026-02-28 00:39:47,2026-02-28 00:39:47,VALIDATE,448PKMEDN9GF5TDBN5ANW8KK10,VALID,2026-03-09 16:50:45,2026-03-09 16:50:45,2026-03-10T14:00:56.816215
10886,2601139,,2026-02-27,,,108.0,ready,2026-02-28 00:39:48,2026-02-28 00:39:48,VALIDATE,0EWPZ5XVH114CTAQN5ANW8KK10,VALID,2026-03-09 16:50:45,2026-03-09 16:50:46,2026-03-10T14:00:56.816215
10887,2601140,,2026-02-27,,,5450.0,ready,2026-02-28 00:39:48,2026-02-28 00:39:48,VALIDATE,C03M43GQCV12PMQ2N5ANW8KK10,VALID,2026-03-09 16:50:45,2026-03-09 16:50:45,2026-03-10T14:00:56.816215
10888,2601141,,2026-02-27,,,288.0,ready,2026-02-28 00:39:49,2026-02-28 00:39:49,VALIDATE,QWV8YX99CS8H8D0TN5ANW8KK10,VALID,2026-03-09 16:50:45,2026-03-09 16:50:45,2026-03-10T14:00:56.816215
10889,2601142,,2026-02-27,,,600.0,ready,2026-02-28 00:39:50,2026-02-28 00:39:50,VALIDATE,4XDXBMKDX72E4AHMN5ANW8KK10,VALID,2026-03-09 16:50:45,2026-03-09 16:50:45,2026-03-10T14:00:56.816215
10890,2601143,,2026-02-27,,,1170.0,ready,2026-02-28 00:39:51,2026-02-28 00:39:52,VALIDATE,36Y2553KM024PPCM8NYXHSJK10,VALID,2026-03-03 17:54:33,2026-03-03 17:54:38,2026-03-10T14:00:56.816215
10891,2601144,,2026-02-27,,,537.5,ready,2026-02-28 00:39:53,2026-02-28 00:39:54,VALIDATE,JDNYC4SGN5R05NYT9NYXHSJK10,VALID,2026-03-03 17:54:33,2026-03-03 17:54:38,2026-03-10T14:00:56.816215
10892,2601145,,2026-02-27,,,3730.0,ready,2026-02-28 00:39:55,2026-02-28 00:39:55,VALIDATE,ZPSPX9FBWJCS6S609NYXHSJK10,VALID,2026-03-03 17:54:33,2026-03-03 17:54:38,2026-03-10T14:00:56.816215
10893,2601146,,2026-02-27,,,1047.0,ready,2026-02-28 00:39:56,2026-02-28 00:39:56,VALIDATE,8YVZY69YCGX2N2JX9NYXHSJK10,VALID,2026-03-03 17:54:33,2026-03-03 17:54:38,2026-03-10T14:00:56.816215
10894,2601147,,2026-02-27,,,140.0,ready,2026-02-28 00:39:56,2026-02-28 00:39:56,VALIDATE,PWVK4RHT1HVR8EVC9NYXHSJK10,VALID,2026-03-03 17:54:33,2026-03-03 17:54:38,2026-03-10T14:00:56.816215
10895,2601148,,2026-02-27,,,603.5,ready,2026-02-28 00:39:57,2026-02-28 00:39:57,VALIDATE,1YTZG7DSEZQAR4FV9NYXHSJK10,VALID,2026-03-03 17:54:33,2026-03-03 17:54:38,2026-03-10T14:00:56.816215
10896,2601149,,2026-02-27,,,22.5,ready,2026-02-28 00:39:58,2026-02-28 00:39:58,VALIDATE,1VABEKXHXD8T7B0AANYXHSJK10,VALID,2026-03-03 17:54:33,2026-03-03 17:54:38,2026-03-10T14:00:56.816215
10897,2601150,,2026-02-27,,,1350.0,ready,2026-02-28 00:39:59,2026-02-28 00:39:59,VALIDATE,WEQQZSND6NAHVV4XANYXHSJK10,VALID,2026-03-03 17:54:33,2026-03-03 17:54:38,2026-03-10T14:00:56.816215
10898,2601151,,2026-02-27,,,128.0,ready,2026-02-28 00:40:01,2026-02-28 00:40:01,VALIDATE,E4X6RZPYR7ER304YANYXHSJK10,VALID,2026-03-03 17:54:33,2026-03-03 17:54:38,2026-03-10T14:00:56.816215
10899,2601152,,2026-02-27,,,1412.0,ready,2026-02-28 00:40:02,2026-02-28 00:40:02,VALIDATE,QMP4KBQYYN0G5MHJANYXHSJK10,VALID,2026-03-03 17:54:33,2026-03-03 17:54:38,2026-03-10T14:00:56.816215
10900,2601153,,2026-02-27,,,3730.5,ready,2026-02-28 00:40:03,2026-02-28 00:40:04,NORMAL,,,,,2026-03-10T14:00:56.816215
10901,2601154,,2026-02-27,,,220.0,ready,2026-02-28 00:40:06,2026-02-28 00:40:06,NORMAL,,,,,2026-03-10T14:00:56.816215
10902,2601155,,2026-02-27,,,360.0,ready,2026-02-28 00:40:07,2026-02-28 00:40:07,VALIDATE,V78NH5Z9E5NZKR61ANYXHSJK10,VALID,2026-03-03 17:54:33,2026-03-03 17:54:38,2026-03-10T14:00:56.816215
10903,2601156,,2026-02-27,,,436.0,ready,2026-02-28 00:40:08,2026-02-28 00:40:08,VALIDATE,0GJ01H6ARYWE0SKRANYXHSJK10,VALID,2026-03-03 17:54:33,2026-03-03 17:54:38,2026-03-10T14:00:56.816215
10904,2601157,,2026-02-27,,,85.0,ready,2026-02-28 00:40:09,2026-02-28 00:40:09,VALIDATE,4JDE6YF02ZHDYJVFBNYXHSJK10,VALID,2026-03-03 17:54:33,2026-03-03 17:54:38,2026-03-10T14:00:56.816215
10905,2601158,,2026-02-27,,,280.0,ready,2026-02-28 00:40:09,2026-02-28 00:40:09,VALIDATE,R16K6GE2X598SCXCBNYXHSJK10,VALID,2026-03-03 17:54:33,2026-03-03 17:54:38,2026-03-10T14:00:56.816215
10906,2601159,,2026-02-27,,,720.0,ready,2026-02-28 00:40:10,2026-02-28 00:40:10,VALIDATE,RA8M88YHQ5XQ26WKBNYXHSJK10,VALID,2026-03-03 17:54:33,2026-03-03 17:54:39,2026-03-10T14:00:56.816215
10907,2601160,,2026-02-27,,,360.0,ready,2026-02-28 00:40:11,2026-02-28 00:40:11,VALIDATE,VMYWSR7T97DYCS7ZBNYXHSJK10,VALID,2026-03-03 17:54:33,2026-03-03 17:54:39,2026-03-10T14:00:56.816215
10908,2601161,,2026-02-27,,,1730.0,ready,2026-02-28 00:40:12,2026-02-28 00:40:12,VALIDATE,RXB7BJYNVRANJZ8ABNYXHSJK10,VALID,2026-03-03 17:54:33,2026-03-03 17:54:38,2026-03-10T14:00:56.816215
10909,2601162,,2026-02-27,,,2585.0,ready,2026-02-28 00:40:13,2026-02-28 00:40:13,VALIDATE,SMZKQA65D5TNF9GDBNYXHSJK10,VALID,2026-03-03 17:54:33,2026-03-03 17:54:38,2026-03-10T14:00:56.816215
10910,2601163,,2026-02-27,,,360.0,ready,2026-02-28 00:40:14,2026-02-28 00:40:14,VALIDATE,CM7QXAZ4T3EDDKWABNYXHSJK10,VALID,2026-03-03 17:54:34,2026-03-03 17:54:39,2026-03-10T14:00:56.816215
10911,2601164,,2026-02-27,,,765.0,ready,2026-02-28 00:40:15,2026-02-28 00:40:15,VALIDATE,GRCCCGNAAK2QW03NBNYXHSJK10,VALID,2026-03-03 17:54:34,2026-03-03 17:54:39,2026-03-10T14:00:56.816215
10912,2601165,,2026-02-27,,,187.59,ready,2026-02-28 00:40:16,2026-02-28 00:40:16,EXTERNAL,,,,,2026-03-10T14:00:56.816215
10913,2601166,,2026-02-27,,,222.59,ready,2026-02-28 00:40:17,2026-02-28 00:40:17,EXTERNAL,,,,,2026-03-10T14:00:56.816215
10914,2601167,,2026-02-27,,,222.59,ready,2026-02-28 00:40:17,2026-02-28 00:40:17,EXTERNAL,,,,,2026-03-10T14:00:56.816215
10915,2601168,,2026-02-27,,,222.59,ready,2026-02-28 00:40:18,2026-02-28 00:40:18,EXTERNAL,,,,,2026-03-10T14:00:56.816215
10916,2601169,,2026-02-27,,,341.0,ready,2026-02-28 00:40:19,2026-02-28 00:40:19,EXTERNAL,,,,,2026-03-10T14:00:56.816215
10917,2601170,,2026-02-27,,,321.0,ready,2026-02-28 00:40:20,2026-02-28 00:40:20,EXTERNAL,,,,,2026-03-10T14:00:56.816215
10918,2601171,,2026-02-27,,,378.0,ready,2026-02-28 00:40:20,2026-02-28 00:40:20,EXTERNAL,,,,,2026-03-10T14:00:56.816215
10919,2601172,,2026-02-27,,,9752.5,ready,2026-02-28 00:40:21,2026-02-28 00:40:21,VALIDATE,DJRW50YQ9HMQQV8FBNYXHSJK10,VALID,2026-03-03 17:54:34,2026-03-03 17:54:39,2026-03-10T14:00:56.816215
10920,2601173,,2026-02-27,,,5385.0,ready,2026-02-28 00:40:22,2026-02-28 00:40:22,VALIDATE,6EHMDJ51TE2CZW54CNYXHSJK10,VALID,2026-03-03 17:54:34,2026-03-03 17:54:39,2026-03-10T14:00:56.816215
10921,2601174,,2026-02-27,,,114.0,ready,2026-02-28 00:40:23,2026-02-28 00:40:23,VALIDATE,WZYGS7G9NAE4HBCSCNYXHSJK10,VALID,2026-03-03 17:54:34,2026-03-03 17:54:39,2026-03-10T14:00:56.816215
10922,2601175,,2026-02-27,,,76.0,ready,2026-02-28 00:40:24,2026-02-28 00:40:24,VALIDATE,VT0F2SD19GRVZHBDCNYXHSJK10,VALID,2026-03-03 17:54:34,2026-03-03 17:54:38,2026-03-10T14:00:56.816215
10923,2601176,,2026-02-27,,,520.0,ready,2026-02-28 00:40:25,2026-02-28 00:40:25,VALIDATE,8CAZHC27PT8AY90BCNYXHSJK10,VALID,2026-03-03 17:54:34,2026-03-03 17:54:39,2026-03-10T14:00:56.816215
10924,2601177,,2026-02-27,,,6400.0,ready,2026-02-28 00:40:25,2026-02-28 00:40:26,VALIDATE,HPBGYXQM5EPN2E3JCNYXHSJK10,VALID,2026-03-03 17:54:34,2026-03-03 17:54:38,2026-03-10T14:00:56.816215
10925,2601178,,2026-02-27,,,14.0,ready,2026-02-28 00:40:26,2026-02-28 00:40:27,VALIDATE,Q2VJPXE2ZYW1P7HPCNYXHSJK10,VALID,2026-03-03 17:54:34,2026-03-03 17:54:38,2026-03-10T14:00:56.816215
10926,2601179,,2026-02-27,,,487.0,ready,2026-02-28 00:40:27,2026-02-28 00:40:27,VALIDATE,Z3A66DXN8KP7NYZ8CNYXHSJK10,VALID,2026-03-03 17:54:34,2026-03-03 17:54:39,2026-03-10T14:00:56.816215
10927,2601180,,2026-02-27,,,86.0,ready,2026-02-28 00:40:28,2026-02-28 00:40:28,VALIDATE,2QNT8EV7VWRBZ2HMCNYXHSJK10,VALID,2026-03-03 17:54:34,2026-03-03 17:54:39,2026-03-10T14:00:56.816215
10928,2601181,,2026-02-27,,,172.0,ready,2026-02-28 00:40:29,2026-02-28 00:40:29,VALIDATE,BGSGS6KBPR7TZY9XCNYXHSJK10,VALID,2026-03-03 17:54:34,2026-03-03 17:54:39,2026-03-10T14:00:56.816215
10929,2601182,,2026-02-27,,,1680.0,ready,2026-02-28 00:40:29,2026-02-28 00:40:29,VALIDATE,JT2152CV0X5NMNFADNYXHSJK10,VALID,2026-03-03 17:54:34,2026-03-03 17:54:39,2026-03-10T14:00:56.816215
10930,2601183,,2026-02-27,,,645.0,ready,2026-02-28 00:40:30,2026-02-28 00:40:30,VALIDATE,KNRW5CW2NAV8QK9NDNYXHSJK10,VALID,2026-03-03 17:54:34,2026-03-03 17:54:38,2026-03-10T14:00:57.352855
10931,2601184,,2026-02-27,,,85.0,ready,2026-02-28 00:40:31,2026-02-28 00:40:31,VALIDATE,ARRQ44K3NGFE1862DNYXHSJK10,VALID,2026-03-03 17:54:34,2026-03-03 17:54:39,2026-03-10T14:00:57.352855
10932,2601185,,2026-02-27,,,196.0,ready,2026-02-28 00:40:31,2026-02-28 00:40:31,VALIDATE,7K86SF1DZB3RMBHNFNYXHSJK10,VALID,2026-03-03 17:54:34,2026-03-03 17:54:39,2026-03-10T14:00:57.352855
