id,number,number2,date,contact_id,contact_name,amount,status,created_at,updated_at,myinvois_document_uuid,myinvois_document_status,issued_at,validated_at,synced_at
10989,2601231,,2026-03-02,,,239.0,ready,2026-03-02 15:24:48,2026-03-02 15:24:48,,,,,2026-03-10T11:30:57.585535
10990,2601232,,2026-03-02,,,3214.0,ready,2026-03-02 15:24:48,2026-03-02 15:24:49,,,,,2026-03-10T11:30:57.585535
10991,2601233,,2026-03-02,,,378.0,ready,2026-03-02 15:24:50,2026-03-02 15:24:50,,,,,2026-03-10T11:30:57.585535
10992,2601234,,2026-03-02,,,358.0,ready,2026-03-02 15:24:51,2026-03-02 15:24:51,,,,,2026-03-10T11:30:57.585535
10993,2601235,,2026-03-02,,,328.0,ready,2026-03-02 15:24:51,2026-03-02 15:24:52,,,,,2026-03-10T11:30:57.585535
10994,2601236,,2026-03-02,,,4054.0,ready,2026-03-02 15:24:52,2026-03-02 15:24:53,,,,,2026-03-10T11:30:57.585535
10995,2601237,,2026-03-02,,,383.0,ready,2026-03-02 15:24:54,2026-03-02 15:24:54,,,,,2026-03-10T11:30:57.585535
10996,2601238,,2026-03-02,,,588.0,ready,2026-03-02 15:24:55,2026-03-02 15:24:55,,,,,2026-03-10T11:30:57.585535
10997,2601239,,2026-03-02,,,6.6,ready,2026-03-02 15:24:56,2026-03-02 15:24:56,,,,,2026-03-10T11:30:57.585535
10998,2601240,,2026-03-02,,,440.0,ready,2026-03-02 15:24:57,2026-03-02 15:24:57,,,,,2026-03-10T11:30:57.585535
10999,TJ22232,,2026-03-02,,,42.0,ready,2026-03-02 15:25:50,2026-03-02 15:25:50,,,,,2026-03-10T11:30:57.585535
11000,TJ22233,,2026-03-02,,,30.0,ready,2026-03-02 15:25:51,2026-03-02 15:25:51,,,,,2026-03-10T11:30:57.585535
10869,2601122,,2026-02-27,,,485.0,ready,2026-02-28 00:39:30,2026-02-28 00:39:30,,,,,2026-03-10T11:30:57.194892
10870,2601123,,2026-02-27,,,56.5,ready,2026-02-28 00:39:31,2026-02-28 00:39:31,,,,,2026-03-10T11:30:57.194892
10871,2601124,,2026-02-27,,,960.0,ready,2026-02-28 00:39:32,2026-02-28 00:39:32,,,,,2026-03-10T11:30:57.194892
10872,2601125,,2026-02-27,,,153.0,ready,2026-02-28 00:39:33,2026-02-28 00:39:33,,,,,2026-03-10T11:30:57.194892
10873,2601126,,2026-02-27,,,709.5,ready,2026-02-28 00:39:34,2026-02-28 00:39:34,,,,,2026-03-10T11:30:57.194892
10874,2601127,,2026-02-27,,,170.65,ready,2026-02-28 00:39:35,2026-02-28 00:39:35,,,,,2026-03-10T11:30:57.194892
10875,2601128,,2026-02-27,,,941.75,ready,2026-02-28 00:39:36,2026-02-28 00:39:36,,,,,2026-03-10T11:30:57.194892
10876,2601129,,2026-02-27,,,252.65,ready,2026-02-28 00:39:37,2026-02-28 00:39:37,,,,,2026-03-10T11:30:57.194892
10877,2601130,,2026-02-27,,,1132.75,ready,2026-02-28 00:39:38,2026-02-28 00:39:39,,,,,2026-03-10T11:30:57.194892
10878,2601131,,2026-02-27,,,115.0,ready,2026-02-28 00:39:40,2026-02-28 00:39:40,,,,,2026-03-10T11:30:57.194892
10879,2601132,,2026-02-27,,,881.25,ready,2026-02-28 00:39:41,2026-02-28 00:39:41,,,,,2026-03-10T11:30:57.194892
10880,2601133,,2026-02-27,,,1829.5,ready,2026-02-28 00:39:42,2026-02-28 00:39:43,,,,,2026-03-10T11:30:57.194892
10881,2601134,,2026-02-27,,,345.25,ready,2026-02-28 00:39:43,2026-02-28 00:39:44,,,,,2026-03-10T11:30:57.194892
10882,2601135,,2026-02-27,,,108.0,ready,2026-02-28 00:39:45,2026-02-28 00:39:45,,,,,2026-03-10T11:30:57.194892
10883,2601136,,2026-02-27,,,57.0,ready,2026-02-28 00:39:46,2026-02-28 00:39:46,,,,,2026-03-10T11:30:57.194892
10884,2601137,,2026-02-27,,,108.0,ready,2026-02-28 00:39:46,2026-02-28 00:39:46,,,,,2026-03-10T11:30:57.194892
10885,2601138,,2026-02-27,,,108.0,ready,2026-02-28 00:39:47,2026-02-28 00:39:47,,,,,2026-03-10T11:30:57.194892
10886,2601139,,2026-02-27,,,108.0,ready,2026-02-28 00:39:48,2026-02-28 00:39:48,,,,,2026-03-10T11:30:57.194892
10887,2601140,,2026-02-27,,,5450.0,ready,2026-02-28 00:39:48,2026-02-28 00:39:48,,,,,2026-03-10T11:30:57.194892
10888,2601141,,2026-02-27,,,288.0,ready,2026-02-28 00:39:49,2026-02-28 00:39:49,,,,,2026-03-10T11:30:57.194892
10889,2601142,,2026-02-27,,,600.0,ready,2026-02-28 00:39:50,2026-02-28 00:39:50,,,,,2026-03-10T11:30:57.194892
10890,2601143,,2026-02-27,,,1170.0,ready,2026-02-28 00:39:51,2026-02-28 00:39:52,,,,,2026-03-10T11:30:57.194892
10891,2601144,,2026-02-27,,,537.5,ready,2026-02-28 00:39:53,2026-02-28 00:39:54,,,,,2026-03-10T11:30:57.194892
10892,2601145,,2026-02-27,,,3730.0,ready,2026-02-28 00:39:55,2026-02-28 00:39:55,,,,,2026-03-10T11:30:57.194892
10893,2601146,,2026-02-27,,,1047.0,ready,2026-02-28 00:39:56,2026-02-28 00:39:56,,,,,2026-03-10T11:30:57.194892
10894,2601147,,2026-02-27,,,140.0,ready,2026-02-28 00:39:56,2026-02-28 00:39:56,,,,,2026-03-10T11:30:57.194892
10895,2601148,,2026-02-27,,,603.5,ready,2026-02-28 00:39:57,2026-02-28 00:39:57,,,,,2026-03-10T11:30:57.194892
10896,2601149,,2026-02-27,,,22.5,ready,2026-02-28 00:39:58,2026-02-28 00:39:58,,,,,2026-03-10T11:30:57.194892
10897,2601150,,2026-02-27,,,1350.0,ready,2026-02-28 00:39:59,2026-02-28 00:39:59,,,,,2026-03-10T11:30:57.194892
10898,2601151,,2026-02-27,,,128.0,ready,2026-02-28 00:40:01,2026-02-28 00:40:01,,,,,2026-03-10T11:30:57.194892
10899,2601152,,2026-02-27,,,1412.0,ready,2026-02-28 00:40:02,2026-02-28 00:40:02,,,,,2026-03-10T11:30:57.194892
10900,2601153,,2026-02-27,,,3730.5,ready,2026-02-28 00:40:03,2026-02-28 00:40:04,,,,,2026-03-10T11:30:57.194892
10901,2601154,,2026-02-27,,,220.0,ready,2026-02-28 00:40:06,2026-02-28 00:40:06,,,,,2026-03-10T11:30:57.194892
10902,2601155,,2026-02-27,,,360.0,ready,2026-02-28 00:40:07,2026-02-28 00:40:07,,,,,2026-03-10T11:30:57.194892
10903,2601156,,2026-02-27,,,436.0,ready,2026-02-28 00:40:08,2026-02-28 00:40:08,,,,,2026-03-10T11:30:57.194892
10904,2601157,,2026-02-27,,,85.0,ready,2026-02-28 00:40:09,2026-02-28 00:40:09,,,,,2026-03-10T11:30:57.194892
10905,2601158,,2026-02-27,,,280.0,ready,2026-02-28 00:40:09,2026-02-28 00:40:09,,,,,2026-03-10T11:30:57.194892
10906,2601159,,2026-02-27,,,720.0,ready,2026-02-28 00:40:10,2026-02-28 00:40:10,,,,,2026-03-10T11:30:57.194892
10907,2601160,,2026-02-27,,,360.0,ready,2026-02-28 00:40:11,2026-02-28 00:40:11,,,,,2026-03-10T11:30:57.194892
10908,2601161,,2026-02-27,,,1730.0,ready,2026-02-28 00:40:12,2026-02-28 00:40:12,,,,,2026-03-10T11:30:57.194892
10909,2601162,,2026-02-27,,,2585.0,ready,2026-02-28 00:40:13,2026-02-28 00:40:13,,,,,2026-03-10T11:30:57.194892
10910,2601163,,2026-02-27,,,360.0,ready,2026-02-28 00:40:14,2026-02-28 00:40:14,,,,,2026-03-10T11:30:57.194892
10911,2601164,,2026-02-27,,,765.0,ready,2026-02-28 00:40:15,2026-02-28 00:40:15,,,,,2026-03-10T11:30:57.194892
10912,2601165,,2026-02-27,,,187.59,ready,2026-02-28 00:40:16,2026-02-28 00:40:16,,,,,2026-03-10T11:30:57.194892
10913,2601166,,2026-02-27,,,222.59,ready,2026-02-28 00:40:17,2026-02-28 00:40:17,,,,,2026-03-10T11:30:57.194892
10914,2601167,,2026-02-27,,,222.59,ready,2026-02-28 00:40:17,2026-02-28 00:40:17,,,,,2026-03-10T11:30:57.194892
10915,2601168,,2026-02-27,,,222.59,ready,2026-02-28 00:40:18,2026-02-28 00:40:18,,,,,2026-03-10T11:30:57.194892
10916,2601169,,2026-02-27,,,341.0,ready,2026-02-28 00:40:19,2026-02-28 00:40:19,,,,,2026-03-10T11:30:57.194892
10917,2601170,,2026-02-27,,,321.0,ready,2026-02-28 00:40:20,2026-02-28 00:40:20,,,,,2026-03-10T11:30:57.194892
10918,2601171,,2026-02-27,,,378.0,ready,2026-02-28 00:40:20,2026-02-28 00:40:20,,,,,2026-03-10T11:30:57.194892
10919,2601172,,2026-02-27,,,9752.5,ready,2026-02-28 00:40:21,2026-02-28 00:40:21,,,,,2026-03-10T11:30:57.194892
10920,2601173,,2026-02-27,,,5385.0,ready,2026-02-28 00:40:22,2026-02-28 00:40:22,,,,,2026-03-10T11:30:57.194892
10921,2601174,,2026-02-27,,,114.0,ready,2026-02-28 00:40:23,2026-02-28 00:40:23,,,,,2026-03-10T11:30:57.194892
10922,2601175,,2026-02-27,,,76.0,ready,2026-02-28 00:40:24,2026-02-28 00:40:24,,,,,2026-03-10T11:30:57.194892
10923,2601176,,2026-02-27,,,520.0,ready,2026-02-28 00:40:25,2026-02-28 00:40:25,,,,,2026-03-10T11:30:57.194892
10924,2601177,,2026-02-27,,,6400.0,ready,2026-02-28 00:40:25,2026-02-28 00:40:26,,,,,2026-03-10T11:30:57.194892
10925,2601178,,2026-02-27,,,14.0,ready,2026-02-28 00:40:26,2026-02-28 00:40:27,,,,,2026-03-10T11:30:57.194892
10926,2601179,,2026-02-27,,,487.0,ready,2026-02-28 00:40:27,2026-02-28 00:40:27,,,,,2026-03-10T11:30:57.194892
10927,2601180,,2026-02-27,,,86.0,ready,2026-02-28 00:40:28,2026-02-28 00:40:28,,,,,2026-03-10T11:30:57.194892
10928,2601181,,2026-02-27,,,172.0,ready,2026-02-28 00:40:29,2026-02-28 00:40:29,,,,,2026-03-10T11:30:57.194892
10929,2601182,,2026-02-27,,,1680.0,ready,2026-02-28 00:40:29,2026-02-28 00:40:29,,,,,2026-03-10T11:30:57.194892
10930,2601183,,2026-02-27,,,645.0,ready,2026-02-28 00:40:30,2026-02-28 00:40:30,,,,,2026-03-10T11:30:57.194892
10931,2601184,,2026-02-27,,,85.0,ready,2026-02-28 00:40:31,2026-02-28 00:40:31,,,,,2026-03-10T11:30:57.194892
10932,2601185,,2026-02-27,,,196.0,ready,2026-02-28 00:40:31,2026-02-28 00:40:31,,,,,2026-03-10T11:30:57.194892
10933,2601186,,2026-02-27,,,57.0,ready,2026-02-28 00:40:32,2026-02-28 00:40:32,,,,,2026-03-10T11:30:57.194892
10934,2601187,,2026-02-27,,,40.25,ready,2026-02-28 00:40:33,2026-03-02 15:20:35,,,,,2026-03-10T11:30:57.194892
10936,2601189,,2026-02-27,,,140.0,ready,2026-02-28 00:40:34,2026-02-28 00:40:34,,,,,2026-03-10T11:30:57.194892
10938,2601191,,2026-02-27,,,677.0,ready,2026-02-28 00:40:36,2026-02-28 00:40:36,,,,,2026-03-10T11:30:57.194892
10939,2601192,,2026-02-27,,,975.0,ready,2026-02-28 00:40:36,2026-02-28 00:40:36,,,,,2026-03-10T11:30:57.194892
10940,2601193,,2026-02-27,,,151.0,ready,2026-02-28 00:40:37,2026-02-28 00:40:37,,,,,2026-03-10T11:30:57.194892
10941,2601194,,2026-02-27,,,57.0,ready,2026-02-28 00:40:38,2026-02-28 00:40:38,,,,,2026-03-10T11:30:57.194892
10942,2601195,,2026-02-27,,,43.0,ready,2026-02-28 00:40:39,2026-02-28 00:40:39,,,,,2026-03-10T11:30:57.194892
10943,2601196,,2026-02-27,,,767.0,ready,2026-02-28 00:40:40,2026-02-28 00:40:40,,,,,2026-03-10T11:30:57.194892
10944,2601197,,2026-02-27,,,472.5,ready,2026-02-28 00:40:40,2026-02-28 00:40:40,,,,,2026-03-10T11:30:57.194892
10945,2601198,,2026-02-27,,,1000.1,ready,2026-02-28 00:40:41,2026-02-28 00:40:42,,,,,2026-03-10T11:30:57.194892
10946,2601199,,2026-02-27,,,186.0,ready,2026-02-28 00:40:43,2026-02-28 00:40:43,,,,,2026-03-10T11:30:57.585535
10947,2601200,,2026-02-27,,,58.0,ready,2026-02-28 00:40:44,2026-02-28 00:40:44,,,,,2026-03-10T11:30:57.585535
10948,2601201,,2026-02-27,,,108.0,ready,2026-02-28 00:40:44,2026-02-28 00:40:44,,,,,2026-03-10T11:30:57.585535
10949,2601202,,2026-02-27,,,48.8,ready,2026-02-28 00:40:45,2026-02-28 00:40:45,,,,,2026-03-10T11:30:57.585535
10950,2601203,,2026-02-27,,,181.5,ready,2026-02-28 00:40:46,2026-02-28 00:40:46,,,,,2026-03-10T11:30:57.585535
10951,2601204,,2026-02-27,,,108.0,ready,2026-02-28 00:40:47,2026-02-28 00:40:47,,,,,2026-03-10T11:30:57.585535
10952,2601205,,2026-02-27,,,1510.0,ready,2026-02-28 00:40:48,2026-02-28 00:40:48,,,,,2026-03-10T11:30:57.585535
10953,2601206,,2026-02-27,,,36.0,ready,2026-02-28 00:40:49,2026-02-28 00:40:49,,,,,2026-03-10T11:30:57.585535
10954,2601207,,2026-02-27,,,14.75,ready,2026-02-28 00:40:49,2026-02-28 00:40:49,,,,,2026-03-10T11:30:57.585535
10955,2601208,,2026-02-27,,,84.0,ready,2026-02-28 00:40:50,2026-02-28 00:40:50,,,,,2026-03-10T11:30:57.585535
10956,2601209,,2026-02-27,,,56.0,ready,2026-02-28 00:40:51,2026-02-28 00:40:51,,,,,2026-03-10T11:30:57.585535
10957,2601210,,2026-02-27,,,56.0,ready,2026-02-28 00:40:51,2026-02-28 00:40:51,,,,,2026-03-10T11:30:57.585535
10958,2601211,,2026-02-27,,,56.0,ready,2026-02-28 00:40:52,2026-02-28 00:40:52,,,,,2026-03-10T11:30:57.585535
10959,2601212,,2026-02-27,,,84.0,ready,2026-02-28 00:40:53,2026-02-28 00:40:53,,,,,2026-03-10T11:30:57.585535
10960,2601213,,2026-02-27,,,2080.0,ready,2026-02-28 00:40:53,2026-02-28 00:40:54,,,,,2026-03-10T11:30:57.585535
10961,2601214,,2026-02-27,,,4323.0,ready,2026-02-28 00:40:55,2026-02-28 00:40:55,,,,,2026-03-10T11:30:57.585535
10962,2601215,,2026-02-27,,,6723.5,ready,2026-02-28 00:40:56,2026-02-28 00:40:57,,,,,2026-03-10T11:30:57.585535
10963,2601216,,2026-02-27,,,190.0,ready,2026-02-28 00:40:58,2026-02-28 00:40:58,,,,,2026-03-10T11:30:57.585535
10964,2601217,,2026-02-27,,,271.0,ready,2026-02-28 00:40:59,2026-02-28 00:40:59,,,,,2026-03-10T11:30:57.585535
10965,2601218,,2026-02-27,,,16452.25,ready,2026-02-28 00:41:00,2026-02-28 00:41:01,,,,,2026-03-10T11:30:57.585535
10966,2601219,,2026-02-27,,,2370.5,ready,2026-02-28 00:41:02,2026-02-28 00:41:03,,,,,2026-03-10T11:30:57.585535
10967,2601220,,2026-02-27,,,180.0,ready,2026-02-28 00:41:04,2026-02-28 00:41:04,,,,,2026-03-10T11:30:57.585535
10968,2601221,,2026-02-27,,,56.0,ready,2026-02-28 00:41:04,2026-02-28 00:41:04,,,,,2026-03-10T11:30:57.585535
10969,2601222,,2026-02-27,,,313.0,ready,2026-02-28 00:41:05,2026-02-28 00:41:05,,,,,2026-03-10T11:30:57.585535
10970,2601223,,2026-02-27,,,270.0,ready,2026-02-28 00:41:06,2026-02-28 00:41:06,,,,,2026-03-10T11:30:57.585535
10971,2601224,,2026-02-27,,,180.0,ready,2026-02-28 00:41:07,2026-02-28 00:41:07,,,,,2026-03-10T11:30:57.585535
10972,2601225,,2026-02-27,,,515.0,ready,2026-02-28 00:41:07,2026-02-28 00:41:07,,,,,2026-03-10T11:30:57.585535
10973,2601226,,2026-02-27,,,84.0,ready,2026-02-28 00:41:08,2026-02-28 00:41:08,,,,,2026-03-10T11:30:57.585535
10974,2601227,,2026-02-27,,,590.0,ready,2026-02-28 00:41:09,2026-02-28 00:41:09,,,,,2026-03-10T11:30:57.585535
10975,2601228,,2026-02-27,,,1335.0,ready,2026-02-28 00:41:09,2026-02-28 00:41:09,,,,,2026-03-10T11:30:57.585535
10976,SB77058,,2026-02-27,,,84.0,ready,2026-02-28 00:41:40,2026-02-28 00:41:40,,,,,2026-03-10T11:30:57.585535
10977,TJ22231,,2026-02-27,,,63.6,ready,2026-02-28 00:41:41,2026-02-28 00:41:41,,,,,2026-03-10T11:30:57.585535
10822,2601090,,2026-02-26,,,1436.0,ready,2026-02-27 00:39:24,2026-02-27 00:39:24,,,,,2026-03-10T11:30:56.733344
10823,2601091,,2026-02-26,,,493.0,ready,2026-02-27 00:39:25,2026-02-27 00:39:25,,,,,2026-03-10T11:30:56.733344
10824,2601092,,2026-02-26,,,792.0,ready,2026-02-27 00:39:26,2026-02-27 00:39:26,,,,,2026-03-10T11:30:56.733344
10825,2601093,,2026-02-26,,,25.8,ready,2026-02-27 00:39:27,2026-02-27 00:39:27,,,,,2026-03-10T11:30:56.733344
10826,2601094,,2026-02-26,,,328.0,ready,2026-02-27 00:39:28,2026-02-27 00:39:28,,,,,2026-03-10T11:30:56.733344
10827,2601095,,2026-02-26,,,1236.0,ready,2026-02-27 00:39:29,2026-02-27 00:39:29,,,,,2026-03-10T11:30:56.733344
10828,2601096,,2026-02-26,,,169.5,ready,2026-02-27 00:39:29,2026-02-27 00:39:30,,,,,2026-03-10T11:30:56.733344
10829,2601097,,2026-02-26,,,328.0,ready,2026-02-27 00:39:30,2026-02-27 00:39:31,,,,,2026-03-10T11:30:56.733344
10830,2601098,,2026-02-26,,,523.0,ready,2026-02-27 00:39:31,2026-02-27 00:39:31,,,,,2026-03-10T11:30:56.733344
10831,2601099,,2026-02-26,,,610.0,ready,2026-02-27 00:39:32,2026-02-27 00:39:32,,,,,2026-03-10T11:30:57.194892
10832,2601100,,2026-02-26,,,2496.0,ready,2026-02-27 00:39:33,2026-02-27 00:39:34,,,,,2026-03-10T11:30:57.194892
10833,2601101,,2026-02-26,,,2536.0,ready,2026-02-27 00:39:35,2026-02-27 00:39:35,,,,,2026-03-10T11:30:57.194892
10834,2601102,,2026-02-26,,,1193.0,ready,2026-02-27 00:39:36,2026-02-27 00:39:36,,,,,2026-03-10T11:30:57.194892
10835,2601103,,2026-02-26,,,722.5,ready,2026-02-27 00:39:37,2026-02-27 00:39:38,,,,,2026-03-10T11:30:57.194892
10836,2601104,,2026-02-26,,,17.2,ready,2026-02-27 00:39:39,2026-02-27 00:39:39,,,,,2026-03-10T11:30:57.194892
10837,2601105,,2026-02-26,,,1291.0,ready,2026-02-27 00:39:40,2026-02-27 00:39:40,,,,,2026-03-10T11:30:57.194892
10838,2601106,,2026-02-26,,,2239.25,ready,2026-02-27 00:39:41,2026-02-27 00:39:42,,,,,2026-03-10T11:30:57.194892
10839,2601107,,2026-02-26,,,460.2,ready,2026-02-27 00:39:43,2026-02-27 00:39:43,,,,,2026-03-10T11:30:57.194892
10840,2601108,,2026-02-26,,,4032.0,ready,2026-02-27 00:39:44,2026-02-27 00:39:44,,,,,2026-03-10T11:30:57.194892
10841,2601110,,2026-02-26,,,1961.0,ready,2026-02-27 00:39:46,2026-02-27 00:39:46,,,,,2026-03-10T11:30:57.194892
10842,2601111,,2026-02-26,,,187.59,ready,2026-02-27 00:39:47,2026-02-27 00:39:47,,,,,2026-03-10T11:30:57.194892
10843,2601112,,2026-02-26,,,215.91,ready,2026-02-27 00:39:47,2026-02-27 00:39:47,,,,,2026-03-10T11:30:57.194892
10844,2601113,,2026-02-26,,,222.59,ready,2026-02-27 00:39:48,2026-02-27 00:39:48,,,,,2026-03-10T11:30:57.194892
10845,2601114,,2026-02-26,,,222.59,ready,2026-02-27 00:39:49,2026-02-27 00:39:49,,,,,2026-03-10T11:30:57.194892
10846,2601115,,2026-02-26,,,187.59,ready,2026-02-27 00:39:49,2026-02-27 00:39:50,,,,,2026-03-10T11:30:57.194892
10847,2601116,,2026-02-26,,,355.0,ready,2026-02-27 00:39:50,2026-02-27 00:39:50,,,,,2026-03-10T11:30:57.194892
10848,2601117,,2026-02-26,,,576.0,ready,2026-02-27 00:39:51,2026-02-27 00:39:51,,,,,2026-03-10T11:30:57.194892
10849,2601118,,2026-02-26,,,434.0,ready,2026-02-27 00:39:52,2026-02-27 00:39:52,,,,,2026-03-10T11:30:57.194892
10850,2601119,,2026-02-26,,,445.0,ready,2026-02-27 00:39:52,2026-02-27 00:39:52,,,,,2026-03-10T11:30:57.194892
10851,2601120,,2026-02-26,,,337.0,ready,2026-02-27 00:39:53,2026-02-27 00:39:53,,,,,2026-03-10T11:30:57.194892
10852,2601121,,2026-02-26,,,248.0,ready,2026-02-27 00:39:54,2026-02-27 00:39:54,,,,,2026-03-10T11:30:57.194892
10853,SB76553,,2026-02-26,,,66.0,ready,2026-02-27 00:40:24,2026-03-04 17:13:12,,,,,2026-03-10T11:30:57.194892
10854,SB76555,,2026-02-26,,,48.0,ready,2026-02-27 00:40:25,2026-02-27 00:40:25,,,,,2026-03-10T11:30:57.194892
10855,TJ22230,,2026-02-26,,,63.6,ready,2026-02-27 00:40:25,2026-02-27 00:40:26,,,,,2026-03-10T11:30:57.194892
10771,2601055,,2026-02-25,,,593.0,ready,2026-02-26 00:40:41,2026-02-26 00:40:41,,,,,2026-03-10T11:30:56.733344
10772,2601056,,2026-02-25,,,770.0,ready,2026-02-26 00:40:42,2026-02-26 00:40:42,,,,,2026-03-10T11:30:56.733344
10773,2601057,,2026-02-25,,,114.0,ready,2026-02-26 00:40:43,2026-02-26 00:40:43,,,,,2026-03-10T11:30:56.733344
10774,2601058,,2026-02-25,,,4376.0,ready,2026-02-26 00:40:44,2026-02-26 00:40:44,,,,,2026-03-10T11:30:56.733344
10775,2601059,,2026-02-25,,,4092.0,ready,2026-02-26 00:40:46,2026-02-26 00:40:46,,,,,2026-03-10T11:30:56.733344
10776,2601060,,2026-02-25,,,814.5,ready,2026-02-26 00:40:48,2026-02-26 00:40:48,,,,,2026-03-10T11:30:56.733344
10777,2601061,,2026-02-25,,,1310.5,ready,2026-02-26 00:40:49,2026-02-26 00:40:50,,,,,2026-03-10T11:30:56.733344
10778,2601062,,2026-02-25,,,942.0,ready,2026-02-26 00:40:51,2026-02-26 00:40:51,,,,,2026-03-10T11:30:56.733344
10779,2601063,,2026-02-25,,,371.5,ready,2026-02-26 00:40:53,2026-02-26 00:40:53,,,,,2026-03-10T11:30:56.733344
10780,2601064,,2026-02-25,,,891.5,ready,2026-02-26 00:40:54,2026-02-26 00:40:54,,,,,2026-03-10T11:30:56.733344
10781,2601065,,2026-02-25,,,605.0,ready,2026-02-26 00:40:55,2026-02-26 00:40:56,,,,,2026-03-10T11:30:56.733344
10782,2601066,,2026-02-25,,,535.5,ready,2026-02-26 00:40:57,2026-02-26 00:40:57,,,,,2026-03-10T11:30:56.733344
10783,2601067,,2026-02-25,,,253.0,ready,2026-02-26 00:40:58,2026-02-26 00:40:59,,,,,2026-03-10T11:30:56.733344
10784,2601068,,2026-02-25,,,132.5,ready,2026-02-26 00:41:00,2026-02-26 00:41:00,,,,,2026-03-10T11:30:56.733344
10785,2601069,,2026-02-25,,,1588.5,ready,2026-02-26 00:41:01,2026-03-04 17:13:12,,,,,2026-03-10T11:30:56.733344
10786,2601070,,2026-02-25,,,218.5,ready,2026-02-26 00:41:02,2026-02-26 00:41:02,,,,,2026-03-10T11:30:56.733344
10787,2601071,,2026-02-25,,,397.5,ready,2026-02-26 00:41:03,2026-02-26 00:41:04,,,,,2026-03-10T11:30:56.733344
10788,2601072,,2026-02-25,,,349.0,ready,2026-02-26 00:41:05,2026-02-26 00:41:05,,,,,2026-03-10T11:30:56.733344
10789,2601073,,2026-02-25,,,6857.5,ready,2026-02-26 00:41:06,2026-02-26 00:41:06,,,,,2026-03-10T11:30:56.733344
10790,2601074,,2026-02-25,,,279.5,ready,2026-02-26 00:41:08,2026-02-26 00:41:08,,,,,2026-03-10T11:30:56.733344
10791,2601075,,2026-02-25,,,236.5,ready,2026-02-26 00:41:09,2026-02-26 00:41:10,,,,,2026-03-10T11:30:56.733344
10792,2601076,,2026-02-25,,,2415.0,ready,2026-02-26 00:41:11,2026-02-26 00:41:11,,,,,2026-03-10T11:30:56.733344
10793,2601077,,2026-02-25,,,354.5,ready,2026-02-26 00:41:13,2026-02-26 00:41:13,,,,,2026-03-10T11:30:56.733344
10794,2601078,,2026-02-25,,,805.5,ready,2026-02-26 00:41:14,2026-02-26 00:41:14,,,,,2026-03-10T11:30:56.733344
10795,2601079,,2026-02-25,,,461.0,ready,2026-02-26 00:41:15,2026-02-26 00:41:15,,,,,2026-03-10T11:30:56.733344
10796,2601080,,2026-02-25,,,910.0,ready,2026-02-26 00:41:16,2026-02-26 00:41:16,,,,,2026-03-10T11:30:56.733344
10797,2601081,,2026-02-25,,,2063.0,ready,2026-02-26 00:41:18,2026-02-26 00:41:18,,,,,2026-03-10T11:30:56.733344
10798,2601082,,2026-02-25,,,2220.0,ready,2026-02-26 00:41:19,2026-02-26 00:41:19,,,,,2026-03-10T11:30:56.733344
10799,2601083,,2026-02-25,,,2045.0,ready,2026-02-26 00:41:20,2026-02-26 00:41:20,,,,,2026-03-10T11:30:56.733344
10800,2601084,,2026-02-25,,,2384.0,ready,2026-02-26 00:41:21,2026-02-26 00:41:21,,,,,2026-03-10T11:30:56.733344
10801,2601085,,2026-02-25,,,780.0,ready,2026-02-26 00:41:22,2026-02-26 00:41:22,,,,,2026-03-10T11:30:56.733344
10802,2601086,,2026-02-25,,,2505.0,ready,2026-02-26 00:41:23,2026-02-26 00:41:23,,,,,2026-03-10T11:30:56.733344
10803,2601087,,2026-02-25,,,1300.0,ready,2026-02-26 00:41:24,2026-02-26 00:41:24,,,,,2026-03-10T11:30:56.733344
10804,2601088,,2026-02-25,,,4457.5,ready,2026-02-26 00:41:24,2026-02-26 00:41:24,,,,,2026-03-10T11:30:56.733344
10805,2601089,,2026-02-25,,,319.0,ready,2026-02-26 00:41:25,2026-02-26 00:41:25,,,,,2026-03-10T11:30:56.733344
10806,SB75846,,2026-02-25,,,48.0,ready,2026-02-26 00:41:54,2026-02-26 00:41:55,,,,,2026-03-10T11:30:56.733344
10743,2601034,,2026-02-24,,,972.0,ready,2026-02-25 00:40:21,2026-02-25 00:40:21,,,,,2026-03-10T11:30:56.733344
10744,2601035,,2026-02-24,,,1215.0,ready,2026-02-25 00:40:21,2026-02-25 00:40:22,,,,,2026-03-10T11:30:56.733344
10745,2601036,,2026-02-24,,,6236.6,ready,2026-02-25 00:40:22,2026-02-25 00:40:23,,,,,2026-03-10T11:30:56.733344
10746,2601037,,2026-02-24,,,616.0,ready,2026-02-25 00:40:24,2026-02-25 00:40:24,,,,,2026-03-10T11:30:56.733344
10747,2601038,,2026-02-24,,,984.0,ready,2026-02-25 00:40:26,2026-02-25 00:40:26,,,,,2026-03-10T11:30:56.733344
10748,2601039,,2026-02-24,,,224.0,ready,2026-02-25 00:40:27,2026-02-25 00:40:27,,,,,2026-03-10T11:30:56.733344
10749,2601040,,2026-02-24,,,112.0,ready,2026-02-25 00:40:27,2026-02-25 00:40:27,,,,,2026-03-10T11:30:56.733344
10750,2601041,,2026-02-24,,,1651.0,ready,2026-02-25 00:40:28,2026-02-25 00:40:29,,,,,2026-03-10T11:30:56.733344
10751,2601042,,2026-02-24,,,180.85,ready,2026-02-25 00:40:30,2026-02-25 00:40:30,,,,,2026-03-10T11:30:56.733344
